"","census_ID","census_tract_number","n_number","pb_ppm_average","cumulative_risk_index","pb_ppm_average_level","NAME","STATEFP","COUNTYFP","TRACTCE","GEOID","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","geometry"
33.75365, 33.753651, 33.753656, 33.75366, 33.75474)))
"3",3,749.02,20,128.9,1,"8","749.02","06","059","074902","06059074902","Census Tract 749.02","G5020","S",555966,0,"+33.7370585","-117.8798552",list(list(c(-117.885074, -117.88501, -117.884858, -117.883982, -117.88388, -117.88369, -117.883504, -117.882946, -117.88276, -117.882551, -117.88244, -117.88227, -117.88203, -117.881948, -117.88176, -117.881569, -117.8811, -117.880992, -117.88079, -117.880682, -117.88043, -117.880358, -117.880251, -117.88005, -117.879928, -117.87965, -117.879449, -117.879249, -117.879112, -117.878704, -117.878568, -117.878153, -117.876909, -117.876542, -117.8764, -117.876208, -117.876081, -117.875632, -117.87544, 
-117.875233, -117.874616, -117.87441, -117.87441, -117.87441, -117.87441, -117.87441, -117.874412, -117.874432, -117.87444, -117.874438, -117.874432, -117.87443, -117.874431, -117.874431, -117.874463, -117.874453, -117.87445, -117.875412, -117.875454, -117.875711, -117.875938, -117.87648, -117.876503, -117.87654, -117.876914, -117.87695, -117.877468, -117.878603, -117.879726, -117.88077, -117.881586, -117.88179, -117.882163, -117.882915, -117.883817, -117.88405, -117.88425, -117.885023, -117.885022, 
-117.885025, -117.885026, -117.885018, -117.885019, -117.885023, -117.885023, -117.885031, -117.885032, -117.885034, -117.88504, -117.885042, -117.885038, -117.885027, -117.885024, -117.885014, -117.885014, -117.885028, -117.885032, -117.885024, -117.885028, -117.885036, -117.88504, -117.885043, -117.88505, -117.885053, -117.885056, -117.885074, 33.739951, 33.739952, 33.739954, 33.739968, 33.73997, 33.73997, 33.73997, 33.73997, 33.73997, 33.73997, 33.73997, 33.73995, 33.73987, 33.73983, 33.73974, 
33.739659, 33.73946, 33.739439, 33.7394, 33.739402, 33.73941, 33.73941, 33.739412, 33.739414, 33.739416, 33.73942, 33.73942, 33.739421, 33.739421, 33.739422, 33.739423, 33.739424, 33.739427, 33.739429, 33.73943, 33.739432, 33.739433, 33.739438, 33.73944, 33.73944, 33.73944, 33.73944, 33.739222, 33.738568, 33.73835, 33.73819, 33.738095, 33.737333, 33.73708, 33.73683, 33.73608, 33.73583, 33.735565, 33.735532, 33.734772, 33.734571, 33.734508, 33.7345, 33.7345, 33.7345, 33.7345, 33.7345, 33.7345, 33.7345, 
33.734497, 33.734497, 33.734494, 33.734502, 33.734515, 33.734515, 33.734502, 33.7345, 33.7345, 33.734495, 33.734482, 33.73448, 33.73449, 33.734474, 33.734572, 33.734616, 33.73463, 33.735009, 33.735025, 33.735132, 33.735194, 33.735379, 33.73544, 33.735555, 33.735901, 33.736018, 33.736089, 33.736307, 33.736381, 33.736563, 33.736578, 33.737021, 33.737172, 33.737734, 33.737817, 33.738068, 33.738151, 33.738211, 33.738389, 33.738448, 33.739092, 33.739951)))
"4",4,749.01,31,373.2,0.97,"10","749.01","06","059","074901","06059074901","Census Tract 749.01","G5020","S",1002256,0,"+33.7432644","-117.8788563",list(list(c(-117.885086, -117.885031, -117.884702, -117.883274, -117.8828, -117.882449, -117.88183, -117.881399, -117.88105, -117.880812, -117.880097, -117.87986, -117.879806, -117.879411, -117.87846, -117.878065, -117.87766, -117.877617, -117.877395, -117.876731, -117.87665, -117.87651, -117.876505, -117.876494, -117.87649, -117.876487, -117.87648, -117.876478, -117.876475, -117.87647, -117.876461, -117.87646, -117.87646, -117.876455, -117.87645, -117.876443, -117.87644, -117.87644, -117.87566, 
-117.875, -117.874516, -117.87343, -117.87283, -117.8721, -117.872103, -117.87211, -117.87211, -117.87211, -117.871874, -117.871166, -117.87093, -117.870938, -117.870962, -117.87097, -117.870972, -117.870978, -117.87098, -117.870986, -117.87099, -117.87099, -117.87099, -117.871249, -117.87139, -117.8717, -117.872029, -117.87229, -117.872508, -117.87288, -117.873162, -117.87338, -117.873585, -117.874203, -117.87441, -117.874616, -117.875233, -117.87544, -117.875632, -117.876081, -117.876208, -117.8764, 
-117.876542, -117.876909, -117.878153, -117.878568, -117.878704, -117.879112, -117.879249, -117.879449, -117.87965, -117.879928, -117.88005, -117.880251, -117.880358, -117.88043, -117.880682, -117.88079, -117.880992, -117.8811, -117.881569, -117.88176, -117.881948, -117.88203, -117.88227, -117.88244, -117.882551, -117.88276, -117.882946, -117.883504, -117.88369, -117.88388, -117.883982, -117.884858, -117.88501, -117.885074, -117.885064, -117.885064, -117.885064, -117.885064, -117.885063, -117.885063, 
-117.885064, -117.885062, -117.885055, -117.885053, -117.885051, -117.885045, -117.885043, -117.885043, -117.885043, -117.885049, -117.885053, -117.885053, -117.885032, -117.885038, -117.885067, -117.885079, -117.885077, -117.885071, -117.885069, -117.885072, -117.885082, -117.885083, -117.885085, -117.885086, 33.74794, 33.74794, 33.747942, 33.747948, 33.74795, 33.747953, 33.74796, 33.747954, 33.74795, 33.74795, 33.74795, 33.74795, 33.74795, 33.74795, 33.74795, 33.74795, 33.74795, 33.74795, 33.747951, 
33.747958, 33.747958, 33.74796, 33.747786, 33.747264, 33.74709, 33.746933, 33.746464, 33.746308, 33.746126, 33.74582, 33.745581, 33.74553, 33.7454, 33.745216, 33.74496, 33.744664, 33.74448, 33.74438, 33.74439, 33.74438, 33.744389, 33.74441, 33.74441, 33.74441, 33.7442, 33.74388, 33.74357, 33.74336, 33.743364, 33.743376, 33.74338, 33.743194, 33.742636, 33.74245, 33.742108, 33.741082, 33.74074, 33.74048, 33.74033, 33.7397, 33.73944, 33.739433, 33.73943, 33.73943, 33.73943, 33.73943, 33.73943, 33.73943, 
33.73943, 33.73943, 33.739432, 33.739438, 33.73944, 33.73944, 33.73944, 33.73944, 33.739438, 33.739433, 33.739432, 33.73943, 33.739429, 33.739427, 33.739424, 33.739423, 33.739422, 33.739421, 33.739421, 33.73942, 33.73942, 33.739416, 33.739414, 33.739412, 33.73941, 33.73941, 33.739402, 33.7394, 33.739439, 33.73946, 33.739659, 33.73974, 33.73983, 33.73987, 33.73995, 33.73997, 33.73997, 33.73997, 33.73997, 33.73997, 33.73997, 33.73997, 33.739968, 33.739954, 33.739952, 33.739951, 33.74086, 33.741043, 
33.741596, 33.74178, 33.74196, 33.7425, 33.74268, 33.742858, 33.743392, 33.74357, 33.743755, 33.744311, 33.744498, 33.74468, 33.744921, 33.745224, 33.745406, 33.745516, 33.745535, 33.745614, 33.746076, 33.74623, 33.746398, 33.746902, 33.74707, 33.74724, 33.747751, 33.747831, 33.747921, 33.74794)))
"5",5,750.02,35,169.4,0.94,"9","750.02","06","059","075002","06059075002","Census Tract 750.02","G5020","S",1517057,0,"+33.7480730","-117.8685376",list(list(c(-117.87651, -117.876502, -117.87649, -117.876501, -117.87651, -117.87651, -117.876506, -117.87648, -117.876473, -117.87647, -117.87647, -117.87646, -117.87651, -117.87649, -117.876178, -117.875792, -117.875769, -117.875702, -117.87568, -117.87556, -117.875476, -117.874864, -117.87466, -117.874444, -117.873796, -117.87358, -117.873368, -117.872732, -117.87252, -117.872517, -117.872511, -117.87251, -117.872404, -117.872086, -117.87198, -117.871719, -117.87098, -117.870939, -117.87068, -117.870485, 
-117.869903, -117.86971, -117.869496, -117.86887, -117.868854, -117.86864, -117.86837, -117.86792, -117.8677, -117.86761, -117.866586, -117.86653, -117.866334, -117.865745, -117.86555, -117.865349, -117.864746, -117.86471, -117.86455, -117.86453, -117.864523, -117.86452, -117.864527, -117.86453, -117.86453, -117.86453, -117.86453, -117.864533, -117.864545, -117.86455, -117.864551, -117.864557, -117.86456, -117.86455, -117.86457, -117.86436, -117.863729, -117.86352, -117.86332, -117.86272, -117.86252, 
-117.86232, -117.86172, -117.86152, -117.86047, -117.85913, -117.859127, -117.85912, -117.85912, -117.85907, -117.85903, -117.85903, -117.85903, -117.859028, -117.85902, -117.85901, -117.859002, -117.859, -117.858906, -117.85878, -117.858405, -117.85828, -117.858283, -117.85829, -117.85829, -117.85829, -117.858286, -117.85828, -117.85828, -117.85828, -117.858544, -117.859336, -117.8596, -117.859867, -117.85991, -117.860671, -117.86094, -117.861196, -117.86144, -117.861964, -117.86222, -117.862449, 
-117.86314, -117.86337, -117.863709, -117.86447, -117.864729, -117.86507, -117.865333, -117.866126, -117.86639, -117.86651, -117.86673, -117.866871, -117.866992, -117.867125, -117.867526, -117.86766, -117.867868, -117.868492, -117.86853, -117.8687, -117.868906, -117.869524, -117.86973, -117.86997, -117.87069, -117.87093, -117.871166, -117.871874, -117.87211, -117.87211, -117.87211, -117.872103, -117.8721, -117.87283, -117.87343, -117.874516, -117.875, -117.87566, -117.87644, -117.87644, -117.876443, 
-117.87645, -117.876455, -117.87646, -117.87646, -117.876461, -117.87647, -117.876475, -117.876478, -117.87648, -117.876487, -117.87649, -117.876494, -117.876505, -117.87651, 33.74796, 33.74831, 33.74886, 33.74936, 33.74971, 33.75002, 33.750078, 33.75051, 33.751181, 33.75155, 33.7516, 33.75173, 33.7531, 33.75366, 33.753656, 33.753651, 33.75365, 33.75365, 33.75365, 33.75365, 33.75365, 33.75365, 33.75365, 33.753652, 33.753658, 33.75366, 33.753662, 33.753668, 33.75367, 33.753606, 33.753414, 33.75335, 
33.75335, 33.75335, 33.75335, 33.75335, 33.75335, 33.753351, 33.75336, 33.753363, 33.753376, 33.75338, 33.753382, 33.75339, 33.75339, 33.75339, 33.7534, 33.7534, 33.75342, 33.75342, 33.753429, 33.75343, 33.753432, 33.753437, 33.75344, 33.753447, 33.753468, 33.75347, 33.753434, 33.75343, 33.753266, 33.75319, 33.752774, 33.75261, 33.752545, 33.752354, 33.75229, 33.752115, 33.751594, 33.75142, 33.751357, 33.751172, 33.75111, 33.74972, 33.74889, 33.74889, 33.74889, 33.74889, 33.74889, 33.74889, 33.74889, 
33.748892, 33.748898, 33.7489, 33.74891, 33.7489, 33.74872, 33.748181, 33.74815, 33.74801, 33.74792, 33.747844, 33.74736, 33.747323, 33.74715, 33.74632, 33.745783, 33.74557, 33.74546, 33.74546, 33.74546, 33.74546, 33.74527, 33.74488, 33.7447, 33.74451, 33.744316, 33.74399, 33.743734, 33.74354, 33.74353, 33.7435, 33.74349, 33.743481, 33.74348, 33.743465, 33.74346, 33.74346, 33.74346, 33.743446, 33.74344, 33.743435, 33.743424, 33.74342, 33.743413, 33.7434, 33.7434, 33.7434, 33.743397, 33.743391, 33.74339, 
33.74339, 33.74339, 33.743388, 33.743387, 33.743385, 33.743381, 33.74338, 33.743377, 33.74337, 33.74337, 33.74338, 33.74338, 33.74338, 33.74338, 33.74338, 33.74338, 33.74338, 33.743376, 33.743364, 33.74336, 33.74357, 33.74388, 33.7442, 33.74441, 33.74441, 33.74441, 33.744389, 33.74438, 33.74439, 33.74438, 33.74448, 33.744664, 33.74496, 33.745216, 33.7454, 33.74553, 33.745581, 33.74582, 33.746126, 33.746308, 33.746464, 33.746933, 33.74709, 33.747264, 33.747786, 33.74796)))
"6",6,744.05,40,129.9,0.92,"8","744.05","06","059","074405","06059074405","Census Tract 744.05","G5020","S",1057966,0,"+33.7522099","-117.8596881",list(list(c(-117.86455, -117.86456, -117.864557, -117.864551, -117.86455, -117.864545, -117.864533, -117.86453, -117.86453, -117.86453, -117.86453, -117.864527, -117.86452, -117.864523, -117.86453, -117.86453, -117.864517, -117.864516, -117.864002, -117.864001, -117.864, -117.864, -117.863999, -117.863999, -117.863999, -117.863999, -117.864, -117.863997, -117.863997, -117.863999, -117.864, -117.863869, -117.863478, -117.863348, -117.86332, -117.863239, -117.863212, -117.862972, -117.862836, -117.862615, 
-117.862419, -117.862255, -117.862236, -117.862016, -117.86172, -117.861376, -117.861253, -117.86103, -117.860671, -117.860524, -117.858746, -117.858295, -117.857896, -117.857718, -117.857187, -117.857047, -117.857009, -117.856839, -117.856332, -117.856163, -117.856125, -117.856011, -117.855973, -117.855976, -117.855978, -117.85598, -117.855982, -117.855983, -117.855985, -117.855988, -117.855992, -117.85602, -117.856022, -117.856028, -117.85603, -117.85603, -117.856027, -117.85601, -117.856009, -117.856008, 
-117.856002, -117.856, -117.85596, -117.8559, -117.85587, -117.855773, -117.85555, -117.855395, -117.85519, -117.85498, -117.854922, -117.85479, -117.85478, -117.85476, -117.854695, -117.85468, -117.854502, -117.854438, -117.85441, -117.854382, -117.854218, -117.854164, -117.8541, -117.854091, -117.853865, -117.85379, -117.853868, -117.854102, -117.85418, -117.8542, -117.85426, -117.85428, -117.854371, -117.854519, -117.85456, -117.854681, -117.85481, -117.854972, -117.855458, -117.85562, -117.855888, 
-117.856692, -117.85696, -117.857224, -117.858016, -117.85819, -117.85828, -117.85828, -117.85828, -117.858286, -117.85829, -117.85829, -117.85829, -117.858283, -117.85828, -117.858405, -117.85878, -117.858906, -117.859, -117.859002, -117.85901, -117.85902, -117.859028, -117.85903, -117.85903, -117.85903, -117.85907, -117.85912, -117.85912, -117.859127, -117.85913, -117.86047, -117.86152, -117.86172, -117.86232, -117.86252, -117.86272, -117.86332, -117.86352, -117.863729, -117.86436, -117.86457, 
-117.86455, 33.74972, 33.75111, 33.751172, 33.751357, 33.75142, 33.751594, 33.752115, 33.75229, 33.752354, 33.752545, 33.75261, 33.752774, 33.75319, 33.753266, 33.75343, 33.75404, 33.755311, 33.755627, 33.755628, 33.75585, 33.756517, 33.75674, 33.756954, 33.757598, 33.757813, 33.758034, 33.7587, 33.758921, 33.75914, 33.759798, 33.760018, 33.760017, 33.760016, 33.760016, 33.760016, 33.760016, 33.760016, 33.760016, 33.760017, 33.760014, 33.760011, 33.760009, 33.760008, 33.760007, 33.75977, 33.759519, 
33.759438, 33.75929, 33.759075, 33.758993, 33.758077, 33.757845, 33.757651, 33.757564, 33.757306, 33.757238, 33.757222, 33.757149, 33.756933, 33.756861, 33.756844, 33.756796, 33.75678, 33.756642, 33.756551, 33.7565, 33.756367, 33.756278, 33.75615, 33.755864, 33.755636, 33.75371, 33.75361, 33.75331, 33.75321, 33.75305, 33.752962, 33.75235, 33.752221, 33.751974, 33.751172, 33.75071, 33.74968, 33.74939, 33.74912, 33.748789, 33.74802, 33.74753, 33.74688, 33.74623, 33.746065, 33.74569, 33.74567, 33.74558, 
33.745379, 33.74533, 33.744777, 33.744577, 33.74449, 33.744399, 33.743865, 33.743687, 33.74348, 33.743452, 33.742753, 33.74252, 33.742518, 33.742512, 33.74251, 33.74251, 33.74251, 33.74251, 33.742727, 33.743079, 33.743176, 33.743362, 33.74356, 33.743558, 33.743552, 33.74355, 33.743548, 33.743542, 33.74354, 33.743542, 33.743548, 33.74355, 33.74354, 33.743734, 33.74399, 33.744316, 33.74451, 33.7447, 33.74488, 33.74527, 33.74546, 33.74546, 33.74546, 33.74546, 33.74557, 33.745783, 33.74632, 33.74715, 
33.747323, 33.74736, 33.747844, 33.74792, 33.74801, 33.74815, 33.748181, 33.74872, 33.7489, 33.74891, 33.7489, 33.748898, 33.748892, 33.74889, 33.74889, 33.74889, 33.74889, 33.74889, 33.74889, 33.74889, 33.74972)))
"7",7,746.02,62,216.7,0.89,"9","746.02","06","059","074602","06059074602","Census Tract 746.02","G5020","S",1009812,0,"+33.7363844","-117.8640244",list(list(c(-117.867805, -117.867791, -117.86779, -117.86779, -117.86779, -117.86779, -117.867783, -117.86778, -117.867778, -117.867772, -117.86777, -117.867767, -117.867762, -117.86776, -117.86776, -117.86776, -117.867753, -117.86775, -117.86775, -117.86775, -117.86775, -117.867743, -117.867727, -117.867726, -117.867723, -117.86772, -117.86772, -117.86772, -117.86772, -117.86772, -117.867724, -117.86773, -117.867723, -117.86772, -117.867716, -117.86771, -117.86771, -117.86771, -117.86771, -117.86771, 
-117.86771, -117.867448, -117.866662, -117.8664, -117.866396, -117.86639, -117.86639, -117.86639, -117.86639, -117.86639, -117.866385, -117.86638, -117.866378, -117.866372, -117.86637, -117.866374, -117.866386, -117.86639, -117.866126, -117.865333, -117.86507, -117.864729, -117.86447, -117.863709, -117.86337, -117.86314, -117.862449, -117.86222, -117.861964, -117.86144, -117.861196, -117.86094, -117.860671, -117.85991, -117.859867, -117.8596, -117.85961, -117.859607, -117.8596, -117.859593, -117.85959, 
-117.859591, -117.859597, -117.8596, -117.859604, -117.859616, -117.85962, -117.859624, -117.85963, -117.85963, -117.859616, -117.8596, -117.859617, -117.85965, -117.85965, -117.85965, -117.85965, -117.85965, -117.85965, -117.859655, -117.85963, -117.859795, -117.85991, -117.860002, -117.860361, -117.860543, -117.860709, -117.861212, -117.86138, -117.861563, -117.86164, -117.862114, -117.862299, -117.862528, -117.862889, -117.863219, -117.86345, -117.863558, -117.863884, -117.863992, -117.863991, 
-117.864002, -117.864007, -117.864009, -117.86401, -117.86401, -117.86401, -117.864023, -117.86403, -117.86403, -117.86403, -117.86403, -117.864266, -117.864974, -117.86521, -117.865472, -117.866258, -117.86652, -117.866777, -117.86718, -117.867551, -117.86781, -117.867805, 33.727601, 33.728627, 33.72871, 33.72897, 33.729142, 33.72928, 33.729658, 33.72983, 33.730024, 33.730606, 33.7308, 33.73097, 33.73148, 33.73165, 33.73186, 33.73202, 33.73249, 33.7327, 33.732852, 33.733308, 33.73346, 33.733704, 
33.734436, 33.734471, 33.734497, 33.73451, 33.73455, 33.734774, 33.735566, 33.73583, 33.736077, 33.73638, 33.736821, 33.73707, 33.737327, 33.73784, 33.738101, 33.73836, 33.738574, 33.739216, 33.73943, 33.73943, 33.73943, 33.73943, 33.739695, 33.7402, 33.740493, 33.74076, 33.740926, 33.74128, 33.741424, 33.74159, 33.74176, 33.74227, 33.74244, 33.74263, 33.7432, 33.74339, 33.743391, 33.743397, 33.7434, 33.7434, 33.7434, 33.743413, 33.74342, 33.743424, 33.743435, 33.74344, 33.743446, 33.74346, 33.74346, 
33.74346, 33.743465, 33.74348, 33.743481, 33.74349, 33.7434, 33.74329, 33.743, 33.74269, 33.74249, 33.742286, 33.741673, 33.74147, 33.741274, 33.740686, 33.74049, 33.740295, 33.74002, 33.73988, 33.739713, 33.73952, 33.739106, 33.73835, 33.737864, 33.73745, 33.737144, 33.736226, 33.73592, 33.735545, 33.733601, 33.733603, 33.733603, 33.733602, 33.733598, 33.733598, 33.73359, 33.733566, 33.733559, 33.733553, 33.733553, 33.733552, 33.733552, 33.733547, 33.733538, 33.733534, 33.733533, 33.733531, 33.733526, 
33.733524, 33.733482, 33.733255, 33.733163, 33.732081, 33.73169, 33.731329, 33.73101, 33.730249, 33.72989, 33.729355, 33.727754, 33.72722, 33.727224, 33.727236, 33.72724, 33.727241, 33.727247, 33.72725, 33.727253, 33.72726, 33.72726, 33.72726, 33.727601)))
"8",8,744.06,40,144.6,0.89,"9","744.06","06","059","074406","06059074406","Census Tract 744.06","G5020","S",1529729,0,"+33.7481442","-117.8492851",list(list(c(-117.85603, -117.856028, -117.856022, -117.85602, -117.855992, -117.855988, -117.855985, -117.855983, -117.855982, -117.85598, -117.855978, -117.855976, -117.855973, -117.855847, -117.855076, -117.853892, -117.853725, -117.85348, -117.85324, -117.85277, -117.852273, -117.85187, -117.851318, -117.8513, -117.84995, -117.849673, -117.84913, -117.84824, -117.848083, -117.84772, -117.84712, -117.84675, -117.84619, -117.84579, -117.845628, -117.8454, -117.845212, -117.84508, -117.84474, -117.84444, 
-117.84436, -117.844292, -117.84413, -117.84396, -117.843884, -117.843754, -117.843552, -117.84354, -117.84337, -117.84325, -117.843125, -117.84307, -117.843, -117.842978, -117.842912, -117.84289, -117.84273, -117.842716, -117.84241, -117.842219, -117.84217, -117.84208, -117.84203, -117.84198, -117.84186, -117.841852, -117.84173, -117.84163, -117.84144, -117.84127, -117.841014, -117.84081, -117.84064, -117.840574, -117.840376, -117.840338, -117.840304, -117.840093, -117.84002, -117.839423, -117.83931, 
-117.839287, -117.839193, -117.838817, -117.8387, -117.83809, -117.837672, -117.8375, -117.83729, -117.837475, -117.83766, -117.83773, -117.83809, -117.839049, -117.83914, -117.83949, -117.839563, -117.839786, -117.83986, -117.840277, -117.840335, -117.84045, -117.841531, -117.84195, -117.84227, -117.842315, -117.84245, -117.842577, -117.842703, -117.842983, -117.84337, -117.843414, -117.843481, -117.84378, -117.844014, -117.84404, -117.84429, -117.8446, -117.844687, -117.8449, -117.84494, -117.84521, 
-117.84545, -117.84581, -117.845917, -117.84631, -117.84645, -117.84694, -117.84791, -117.84897, -117.849196, -117.8499, -117.85029, -117.85099, -117.85275, -117.85309, -117.85379, -117.853865, -117.854091, -117.8541, -117.854164, -117.854218, -117.854382, -117.85441, -117.854438, -117.854502, -117.85468, -117.854695, -117.85476, -117.85478, -117.85479, -117.854922, -117.85498, -117.85519, -117.855395, -117.85555, -117.855773, -117.85587, -117.8559, -117.85596, -117.856, -117.856002, -117.856008, 
-117.856009, -117.85601, -117.856027, -117.85603, -117.85603, 33.75321, 33.75331, 33.75361, 33.75371, 33.755636, 33.755864, 33.75615, 33.756278, 33.756367, 33.7565, 33.756551, 33.756642, 33.75678, 33.756726, 33.756398, 33.755953, 33.75589, 33.755804, 33.75572, 33.7555, 33.75529, 33.75512, 33.754878, 33.75487, 33.75426, 33.754128, 33.75387, 33.75346, 33.753381, 33.7532, 33.75287, 33.75264, 33.75224, 33.75197, 33.751833, 33.75164, 33.751464, 33.75134, 33.751, 33.75061, 33.75052, 33.750437, 33.75024, 
33.75, 33.749892, 33.749706, 33.749418, 33.7494, 33.74908, 33.74881, 33.748457, 33.7483, 33.74813, 33.748071, 33.747897, 33.74784, 33.74742, 33.74738, 33.74647, 33.745993, 33.74587, 33.74566, 33.74554, 33.74543, 33.74513, 33.745115, 33.74489, 33.74472, 33.74446, 33.74425, 33.744033, 33.74386, 33.74377, 33.743709, 33.743527, 33.7435, 33.743475, 33.743323, 33.74327, 33.742925, 33.74286, 33.74285, 33.742808, 33.742641, 33.74259, 33.74236, 33.74219, 33.74212, 33.74204, 33.74204, 33.74204, 33.742038, 
